samplenr	I	II	V1	V2	V3	V4	V5	V6
591	-6185	-6060	0	0	0	0	0	0
592	-6105	-5977.5	0	0	0	0	0	0
593	-6020	-5887.5	0	0	0	0	0	0
594	-5940	-5800	0	0	0	0	0	0
595	-5847.5	-5702.5	0	0	0	0	0	0
596	-5755	-5602.5	0	0	0	0	0	0
597	-5667.5	-5510	0	0	0	0	0	0
598	-5555	-5397.5	0	0	0	0	0	0
599	-5460	-5300	0	0	0	0	0	0
600	-5365	-5205	0	0	0	0	0	0
601	-5255	-5095	0	0	0	0	0	0
602	-5170	-5010	0	0	0	0	0	0
603	-5080	-4920	0	0	0	0	0	0
604	-4982.5	-4825	0	0	0	0	0	0
605	-4895	-4742.5	0	0	0	0	0	0
606	-4807.5	-4657.5	0	0	0	0	0	0
607	-4720	-4565	0	0	0	0	0	0
608	-4625	-4475	0	0	0	0	0	0
609	-4550	-4390	0	0	0	0	0	0
610	-4460	-4295	0	0	0	0	0	0
611	-4365	-4202.5	0	0	0	0	0	0
612	-4287.5	-4112.5	0	0	0	0	0	0
613	-4190	-4017.5	0	0	0	0	0	0
614	-4100	-3925	0	0	0	0	0	0
615	-4022.5	-3840	0	0	0	0	0	0
616	-3935	-3755	0	0	0	0	0	0
617	-3855	-3675	0	0	0	0	0	0
618	-3782.5	-3597.5	0	0	0	0	0	0
619	-3685	-3507.5	0	0	0	0	0	0
620	-3590	-3420	0	0	0	0	0	0
621	-3505	-3332.5	0	0	0	0	0	0
622	-3402.5	-3235	0	0	0	0	0	0
623	-3302.5	-3137.5	0	0	0	0	0	0
624	-3220	-3050	0	0	0	0	0	0
625	-3132.5	-2955	0	0	0	0	0	0
626	-3047.5	-2857.5	0	0	0	0	0	0
627	-2970	-2772.5	0	0	0	0	0	0
628	-2872.5	-2675	0	0	0	0	0	0
629	-2787.5	-2582.5	0	0	0	0	0	0
630	-2697.5	-2490	0	0	0	0	0	0
631	-2597.5	-2390	0	0	0	0	0	0
632	-2515	-2302.5	0	0	0	0	0	0
633	-2430	-2217.5	0	0	0	0	0	0
634	-2340	-2130	0	0	0	0	0	0
635	-2257.5	-2052.5	0	0	0	0	0	0
636	-2172.5	-1970	0	0	0	0	0	0
637	-2075	-1877.5	0	0	0	0	0	0
638	-1987.5	-1792.5	0	0	0	0	0	0
639	-1915	-1707.5	0	0	0	0	0	0
640	-1842.5	-1635	0	0	0	0	0	0
641	-1777.5	-1560	0	0	0	0	0	0
642	-1692.5	-1475	0	0	0	0	0	0
643	-1612.5	-1397.5	0	0	0	0	0	0
644	-1542.5	-1320	0	0	0	0	0	0
645	-1435	-1222.5	0	0	0	0	0	0
646	-1342.5	-1135	0	0	0	0	0	0
647	-1270	-1055	0	0	0	0	0	0
648	-1197.5	-980	0	0	0	0	0	0
649	-1122.5	-905	0	0	0	0	0	0
650	-1025	-817.5	0	0	0	0	0	0
651	-932.5	-737.5	0	0	0	0	0	0
652	-867.5	-675	0	0	0	0	0	0
653	-790	-602.5	0	0	0	0	0	0
654	-705	-527.5	0	0	0	0	0	0
655	-642.5	-467.5	0	0	0	0	0	0
656	-582.5	-412.5	0	0	0	0	0	0
657	-517.5	-355	0	0	0	0	0	0
658	-460	-290	0	0	0	0	0	0
659	-410	-230	0	0	0	0	0	0
660	-382.5	-187.5	0	0	0	0	0	0
661	-350	-137.5	0	0	0	0	0	0
662	-302.5	-80	0	0	0	0	0	0
663	-262.5	-37.5	0	0	0	0	0	0
664	-227.5	2.5	0	0	0	0	0	0
665	-205	30	0	0	0	0	0	0
666	-180	57.5	0	0	0	0	0	0
667	-152.5	82.5	0	0	0	0	0	0
668	-140	90	0	0	0	0	0	0
669	-120	102.5	0	0	0	0	0	0
670	-102.5	112.5	0	0	0	0	0	0
671	-90	122.5	0	0	0	0	0	0
672	-90	125	0	0	0	0	0	0
673	-95	127.5	0	0	0	0	0	0
674	-80	135	0	0	0	0	0	0
675	-72.5	145	0	0	0	0	0	0
676	-62.5	155	0	0	0	0	0	0
677	-47.5	167.5	0	0	0	0	0	0
678	-27.5	180	0	0	0	0	0	0
679	-5	197.5	0	0	0	0	0	0
680	0	202.5	0	0	0	0	0	0
681	12.5	215	0	0	0	0	0	0
682	35	235	0	0	0	0	0	0
683	45	240	0	0	0	0	0	0
684	50	240	0	0	0	0	0	0
685	55	242.5	0	0	0	0	0	0
686	60	240	0	0	0	0	0	0
687	55	235	0	0	0	0	0	0
688	45	227.5	0	0	0	0	0	0
689	37.5	220	0	0	0	0	0	0
690	20	202.5	0	0	0	0	0	0
691	17.5	187.5	0	0	0	0	0	0
692	15	175	0	0	0	0	0	0
693	5	162.5	0	0	0	0	0	0
694	5	160	0	0	0	0	0	0
695	2.5	167.5	0	0	0	0	0	0
696	15	187.5	0	0	0	0	0	0
697	17.5	202.5	0	0	0	0	0	0
698	17.5	215	0	0	0	0	0	0
699	25	225	0	0	0	0	0	0
700	45	250	0	0	0	0	0	0
701	45	257.5	0	0	0	0	0	0
702	32.5	257.5	0	0	0	0	0	0
703	47.5	275	0	0	0	0	0	0
704	52.5	282.5	0	0	0	0	0	0
705	40	272.5	0	0	0	0	0	0
706	37.5	262.5	0	0	0	0	0	0
707	47.5	262.5	0	0	0	0	0	0
708	47.5	257.5	0	0	0	0	0	0
709	55	252.5	0	0	0	0	0	0
710	50	245	0	0	0	0	0	0
711	42.5	240	0	0	0	0	0	0
712	45	245	0	0	0	0	0	0
713	35	245	0	0	0	0	0	0
714	32.5	250	0	0	0	0	0	0
715	25	257.5	0	0	0	0	0	0
716	22.5	265	0	0	0	0	0	0
717	15	270	0	0	0	0	0	0
718	7.5	282.5	0	0	0	0	0	0
719	7.5	297.5	0	0	0	0	0	0
720	2.5	305	0	0	0	0	0	0
721	5	322.5	0	0	0	0	0	0
722	15	342.5	0	0	0	0	0	0
723	15	355	0	0	0	0	0	0
724	15	367.5	0	0	0	0	0	0
725	17.5	377.5	0	0	0	0	0	0
726	17.5	390	0	0	0	0	0	0
727	12.5	397.5	0	0	0	0	0	0
728	5	395	0	0	0	0	0	0
729	-2.5	390	0	0	0	0	0	0
730	2.5	400	0	0	0	0	0	0
731	5	400	0	0	0	0	0	0
732	-5	385	0	0	0	0	0	0
733	-2.5	372.5	0	0	0	0	0	0
734	-2.5	355	0	0	0	0	0	0
735	0	337.5	0	0	0	0	0	0
736	-5	310	0	0	0	0	0	0
737	-10	270	0	0	0	0	0	0
738	-10	245	0	0	0	0	0	0
739	-15	215	0	0	0	0	0	0
740	-27.5	182.5	0	0	0	0	0	0
741	-35	160	0	0	0	0	0	0
742	-32.5	140	0	0	0	0	0	0
743	-55	110	0	0	0	0	0	0
744	-77.5	82.5	0	0	0	0	0	0
745	-90	65	0	0	0	0	0	0
746	-97.5	55	0	0	0	0	0	0
747	-112.5	37.5	0	0	0	0	0	0
748	-122.5	20	0	0	0	0	0	0
749	-115	10	0	0	0	0	0	0
750	-127.5	-7.5	0	0	0	0	0	0
751	-142.5	-32.5	0	0	0	0	0	0
752	-145	-45	0	0	0	0	0	0
753	-155	-47.5	0	0	0	0	0	0
754	-160	-57.5	0	0	0	0	0	0
755	-165	-62.5	0	0	0	0	0	0
756	-170	-67.5	0	0	0	0	0	0
757	-177.5	-70	0	0	0	0	0	0
758	-180	-62.5	0	0	0	0	0	0
759	-195	-77.5	0	0	0	0	0	0
760	-202.5	-82.5	0	0	0	0	0	0
761	-205	-77.5	0	0	0	0	0	0
762	-230	-97.5	0	0	0	0	0	0
763	-220	-102.5	0	0	0	0	0	0
764	-217.5	-100	0	0	0	0	0	0
765	-222.5	-105	0	0	0	0	0	0
766	-220	-105	0	0	0	0	0	0
767	-225	-107.5	0	0	0	0	0	0
768	-215	-102.5	0	0	0	0	0	0
769	-212.5	-100	0	0	0	0	0	0
770	-210	-97.5	0	0	0	0	0	0
771	-197.5	-85	0	0	0	0	0	0
772	-200	-80	0	0	0	0	0	0
773	-195	-72.5	0	0	0	0	0	0
774	-200	-75	0	0	0	0	0	0
775	-220	-92.5	0	0	0	0	0	0
776	-230	-107.5	0	0	0	0	0	0
777	-242.5	-135	0	0	0	0	0	0
778	-262.5	-162.5	0	0	0	0	0	0
779	-277.5	-177.5	0	0	0	0	0	0
780	-292.5	-195	0	0	0	0	0	0
781	-310	-210	0	0	0	0	0	0
782	-317.5	-215	0	0	0	0	0	0
783	-327.5	-222.5	0	0	0	0	0	0
784	-327.5	-222.5	0	0	0	0	0	0
785	-310	-205	0	0	0	0	0	0
786	-300	-187.5	0	0	0	0	0	0
787	-280	-145	0	0	0	0	0	0
788	-257.5	-85	0	0	0	0	0	0
789	-245	-17.5	0	0	0	0	0	0
790	-227.5	60	0	0	0	0	0	0
791	-197.5	145	0	0	0	0	0	0
792	-175	227.5	0	0	0	0	0	0
793	-165	280	0	0	0	0	0	0
794	-170	302.5	0	0	0	0	0	0
795	-197.5	300	0	0	0	0	0	0
796	-202.5	295	0	0	0	0	0	0
797	-235	255	0	0	0	0	0	0
798	-272.5	185	0	0	0	0	0	0
799	-275	117.5	0	0	0	0	0	0
800	-295	17.5	0	0	0	0	0	0
801	-320	-92.5	0	0	0	0	0	0
802	-327.5	-197.5	0	0	0	0	0	0
803	-337.5	-282.5	0	0	0	0	0	0
804	-340	-335	0	0	0	0	0	0
805	-330	-380	0	0	0	0	0	0
806	-332.5	-410	0	0	0	0	0	0
807	-332.5	-430	0	0	0	0	0	0
808	-327.5	-432.5	0	0	0	0	0	0
809	-340	-430	0	0	0	0	0	0
810	-345	-420	0	0	0	0	0	0
811	-347.5	-397.5	0	0	0	0	0	0
812	-367.5	-385	0	0	0	0	0	0
813	-387.5	-380	0	0	0	0	0	0
814	-395	-365	0	0	0	0	0	0
815	-400	-342.5	0	0	0	0	0	0
816	-407.5	-332.5	0	0	0	0	0	0
817	-392.5	-305	0	0	0	0	0	0
818	-382.5	-282.5	0	0	0	0	0	0
819	-392.5	-282.5	0	0	0	0	0	0
820	-397.5	-270	0	0	0	0	0	0
821	-415	-275	0	0	0	0	0	0
822	-415	-275	0	0	0	0	0	0
823	-417.5	-270	0	0	0	0	0	0
824	-427.5	-275	0	0	0	0	0	0
825	-427.5	-285	0	0	0	0	0	0
826	-437.5	-292.5	0	0	0	0	0	0
827	-437.5	-292.5	0	0	0	0	0	0
828	-435	-295	0	0	0	0	0	0
829	-430	-290	0	0	0	0	0	0
830	-417.5	-290	0	0	0	0	0	0
831	-420	-297.5	0	0	0	0	0	0
832	-415	-297.5	0	0	0	0	0	0
833	-415	-300	0	0	0	0	0	0
834	-412.5	-292.5	0	0	0	0	0	0
835	-402.5	-287.5	0	0	0	0	0	0
836	-410	-280	0	0	0	0	0	0
837	-415	-280	0	0	0	0	0	0
838	-432.5	-297.5	0	0	0	0	0	0
839	-447.5	-305	0	0	0	0	0	0
840	-455	-320	0	0	0	0	0	0
841	-465	-330	0	0	0	0	0	0
842	-460	-317.5	0	0	0	0	0	0
843	-462.5	-317.5	0	0	0	0	0	0
844	-460	-310	0	0	0	0	0	0
845	-450	-297.5	0	0	0	0	0	0
846	-460	-307.5	0	0	0	0	0	0
847	-457.5	-310	0	0	0	0	0	0
848	-447.5	-302.5	0	0	0	0	0	0
849	-440	-300	0	0	0	0	0	0
850	-417.5	-287.5	0	0	0	0	0	0
851	-412.5	-277.5	0	0	0	0	0	0
852	-410	-280	0	0	0	0	0	0
853	-402.5	-280	0	0	0	0	0	0
854	-417.5	-290	0	0	0	0	0	0
855	-422.5	-302.5	0	0	0	0	0	0
856	-422.5	-307.5	0	0	0	0	0	0
857	-425	-310	0	0	0	0	0	0
858	-425	-310	0	0	0	0	0	0
859	-437.5	-312.5	0	0	0	0	0	0
860	-437.5	-307.5	0	0	0	0	0	0
861	-435	-307.5	0	0	0	0	0	0
862	-425	-302.5	0	0	0	0	0	0
863	-410	-292.5	0	0	0	0	0	0
864	-402.5	-292.5	0	0	0	0	0	0
865	-397.5	-282.5	0	0	0	0	0	0
866	-390	-272.5	0	0	0	0	0	0
867	-382.5	-260	0	0	0	0	0	0
868	-377.5	-252.5	0	0	0	0	0	0
869	-375	-250	0	0	0	0	0	0
870	-370	-245	0	0	0	0	0	0
871	-370	-242.5	0	0	0	0	0	0
872	-372.5	-237.5	0	0	0	0	0	0
873	-380	-230	0	0	0	0	0	0
874	-387.5	-230	0	0	0	0	0	0
875	-387.5	-227.5	0	0	0	0	0	0
876	-390	-230	0	0	0	0	0	0
877	-395	-235	0	0	0	0	0	0
878	-392.5	-235	0	0	0	0	0	0
879	-395	-237.5	0	0	0	0	0	0
880	-405	-242.5	0	0	0	0	0	0
881	-410	-250	0	0	0	0	0	0
882	-427.5	-260	0	0	0	0	0	0
883	-430	-257.5	0	0	0	0	0	0
884	-427.5	-252.5	0	0	0	0	0	0
885	-437.5	-255	0	0	0	0	0	0
886	-430	-255	0	0	0	0	0	0
887	-425	-250	0	0	0	0	0	0
888	-415	-245	0	0	0	0	0	0
889	-390	-237.5	0	0	0	0	0	0
890	-372.5	-227.5	0	0	0	0	0	0
891	-355	-217.5	0	0	0	0	0	0
892	-337.5	-205	0	0	0	0	0	0
893	-337.5	-207.5	0	0	0	0	0	0
894	-327.5	-197.5	0	0	0	0	0	0
895	-322.5	-192.5	0	0	0	0	0	0
896	-330	-192.5	0	0	0	0	0	0
897	-320	-182.5	0	0	0	0	0	0
898	-330	-182.5	0	0	0	0	0	0
899	-337.5	-180	0	0	0	0	0	0
900	-345	-175	0	0	0	0	0	0
901	-340	-170	0	0	0	0	0	0
902	-325	-167.5	0	0	0	0	0	0
903	-320	-162.5	0	0	0	0	0	0
904	-307.5	-165	0	0	0	0	0	0
905	-307.5	-175	0	0	0	0	0	0
906	-300	-165	0	0	0	0	0	0
907	-295	-170	0	0	0	0	0	0
908	-307.5	-172.5	0	0	0	0	0	0
909	-302.5	-165	0	0	0	0	0	0
910	-302.5	-162.5	0	0	0	0	0	0
911	-315	-162.5	0	0	0	0	0	0
912	-322.5	-165	0	0	0	0	0	0
913	-335	-172.5	0	0	0	0	0	0
914	-345	-175	0	0	0	0	0	0
915	-345	-167.5	0	0	0	0	0	0
916	-345	-170	0	0	0	0	0	0
917	-345	-167.5	0	0	0	0	0	0
918	-330	-160	0	0	0	0	0	0
919	-320	-160	0	0	0	0	0	0
920	-317.5	-157.5	0	0	0	0	0	0
921	-302.5	-152.5	0	0	0	0	0	0
922	-292.5	-145	0	0	0	0	0	0
923	-285	-135	0	0	0	0	0	0
924	-267.5	-120	0	0	0	0	0	0
925	-262.5	-112.5	0	0	0	0	0	0
926	-262.5	-105	0	0	0	0	0	0
927	-262.5	-100	0	0	0	0	0	0
928	-282.5	-105	0	0	0	0	0	0
929	-290	-100	0	0	0	0	0	0
930	-295	-107.5	0	0	0	0	0	0
931	-310	-117.5	0	0	0	0	0	0
932	-307.5	-127.5	0	0	0	0	0	0
933	-317.5	-142.5	0	0	0	0	0	0
934	-337.5	-152.5	0	0	0	0	0	0
935	-345	-160	0	0	0	0	0	0
936	-352.5	-170	0	0	0	0	0	0
937	-362.5	-175	0	0	0	0	0	0
938	-357.5	-175	0	0	0	0	0	0
939	-362.5	-177.5	0	0	0	0	0	0
940	-365	-177.5	0	0	0	0	0	0
941	-360	-172.5	0	0	0	0	0	0
942	-370	-165	0	0	0	0	0	0
943	-367.5	-160	0	0	0	0	0	0
944	-362.5	-160	0	0	0	0	0	0
945	-357.5	-157.5	0	0	0	0	0	0
946	-342.5	-152.5	0	0	0	0	0	0
947	-340	-152.5	0	0	0	0	0	0
948	-335	-157.5	0	0	0	0	0	0
949	-327.5	-165	0	0	0	0	0	0
950	-332.5	-172.5	0	0	0	0	0	0
951	-322.5	-172.5	0	0	0	0	0	0
952	-322.5	-180	0	0	0	0	0	0
953	-317.5	-172.5	0	0	0	0	0	0
954	-312.5	-170	0	0	0	0	0	0
955	-330	-182.5	0	0	0	0	0	0
956	-342.5	-190	0	0	0	0	0	0
957	-365	-207.5	0	0	0	0	0	0
958	-380	-210	0	0	0	0	0	0
959	-392.5	-207.5	0	0	0	0	0	0
960	-402.5	-207.5	0	0	0	0	0	0
961	-405	-207.5	0	0	0	0	0	0
962	-417.5	-217.5	0	0	0	0	0	0
963	-410	-220	0	0	0	0	0	0
964	-397.5	-217.5	0	0	0	0	0	0
965	-397.5	-215	0	0	0	0	0	0
966	-390	-200	0	0	0	0	0	0
967	-372.5	-185	0	0	0	0	0	0
968	-362.5	-177.5	0	0	0	0	0	0
969	-355	-167.5	0	0	0	0	0	0
970	-347.5	-155	0	0	0	0	0	0
971	-355	-152.5	0	0	0	0	0	0
972	-352.5	-157.5	0	0	0	0	0	0
973	-362.5	-165	0	0	0	0	0	0
974	-382.5	-172.5	0	0	0	0	0	0
975	-370	-175	0	0	0	0	0	0
976	-370	-182.5	0	0	0	0	0	0
977	-362.5	-185	0	0	0	0	0	0
978	-347.5	-182.5	0	0	0	0	0	0
979	-342.5	-187.5	0	0	0	0	0	0
980	-340	-192.5	0	0	0	0	0	0
981	-345	-195	0	0	0	0	0	0
982	-347.5	-187.5	0	0	0	0	0	0
983	-357.5	-190	0	0	0	0	0	0
984	-357.5	-190	0	0	0	0	0	0
985	-355	-190	0	0	0	0	0	0
986	-352.5	-187.5	0	0	0	0	0	0
987	-357.5	-190	0	0	0	0	0	0
988	-367.5	-192.5	0	0	0	0	0	0
989	-360	-182.5	0	0	0	0	0	0
990	-357.5	-177.5	0	0	0	0	0	0
991	-352.5	-177.5	0	0	0	0	0	0
992	-342.5	-170	0	0	0	0	0	0
993	-327.5	-160	0	0	0	0	0	0
994	-315	-147.5	0	0	0	0	0	0
995	-312.5	-142.5	0	0	0	0	0	0
996	-315	-145	0	0	0	0	0	0
997	-327.5	-155	0	0	0	0	0	0
998	-342.5	-175	0	0	0	0	0	0
999	-370	-200	0	0	0	0	0	0
1000	-390	-215	0	0	0	0	0	0
1001	-385	-215	0	0	0	0	0	0
1002	-387.5	-215	0	0	0	0	0	0
1003	-380	-212.5	0	0	0	0	0	0
1004	-372.5	-205	0	0	0	0	0	0
1005	-372.5	-202.5	0	0	0	0	0	0
1006	-355	-195	0	0	0	0	0	0
1007	-342.5	-180	0	0	0	0	0	0
1008	-322.5	-157.5	0	0	0	0	0	0
1009	-305	-142.5	0	0	0	0	0	0
1010	-305	-132.5	0	0	0	0	0	0
1011	-317.5	-130	0	0	0	0	0	0
1012	-322.5	-125	0	0	0	0	0	0
1013	-322.5	-112.5	0	0	0	0	0	0
1014	-335	-117.5	0	0	0	0	0	0
1015	-337.5	-115	0	0	0	0	0	0
1016	-347.5	-105	0	0	0	0	0	0
1017	-345	-90	0	0	0	0	0	0
1018	-330	-77.5	0	0	0	0	0	0
1019	-327.5	-57.5	0	0	0	0	0	0
1020	-305	-32.5	0	0	0	0	0	0
1021	-280	-10	0	0	0	0	0	0
1022	-282.5	-5	0	0	0	0	0	0
1023	-300	-5	0	0	0	0	0	0
1024	-312.5	7.5	0	0	0	0	0	0
1025	-317.5	15	0	0	0	0	0	0
1026	-322.5	25	0	0	0	0	0	0
1027	-320	40	0	0	0	0	0	0
1028	-320	52.5	0	0	0	0	0	0
1029	-327.5	62.5	0	0	0	0	0	0
1030	-327.5	65	0	0	0	0	0	0
1031	-330	70	0	0	0	0	0	0
1032	-335	67.5	0	0	0	0	0	0
1033	-312.5	72.5	0	0	0	0	0	0
1034	-305	65	0	0	0	0	0	0
1035	-305	52.5	0	0	0	0	0	0
1036	-292.5	42.5	0	0	0	0	0	0
1037	-310	5	0	0	0	0	0	0
1038	-310	-15	0	0	0	0	0	0
1039	-307.5	-37.5	0	0	0	0	0	0
1040	-307.5	-62.5	0	0	0	0	0	0
1041	-292.5	-72.5	0	0	0	0	0	0
1042	-285	-87.5	0	0	0	0	0	0
1043	-287.5	-105	0	0	0	0	0	0
1044	-290	-115	0	0	0	0	0	0
1045	-297.5	-130	0	0	0	0	0	0
1046	-310	-147.5	0	0	0	0	0	0
1047	-327.5	-160	0	0	0	0	0	0
1048	-340	-177.5	0	0	0	0	0	0
1049	-362.5	-210	0	0	0	0	0	0
1050	-382.5	-225	0	0	0	0	0	0
1051	-397.5	-245	0	0	0	0	0	0
1052	-417.5	-272.5	0	0	0	0	0	0
1053	-417.5	-275	0	0	0	0	0	0
1054	-412.5	-282.5	0	0	0	0	0	0
1055	-410	-290	0	0	0	0	0	0
1056	-392.5	-285	0	0	0	0	0	0
1057	-385	-295	0	0	0	0	0	0
1058	-380	-297.5	0	0	0	0	0	0
1059	-372.5	-292.5	0	0	0	0	0	0
1060	-372.5	-290	0	0	0	0	0	0
1061	-377.5	-285	0	0	0	0	0	0
1062	-385	-280	0	0	0	0	0	0
1063	-382.5	-272.5	0	0	0	0	0	0
1064	-382.5	-267.5	0	0	0	0	0	0
1065	-385	-267.5	0	0	0	0	0	0
1066	-387.5	-265	0	0	0	0	0	0
1067	-385	-267.5	0	0	0	0	0	0
1068	-375	-255	0	0	0	0	0	0
1069	-365	-250	0	0	0	0	0	0
1070	-357.5	-255	0	0	0	0	0	0
1071	-345	-250	0	0	0	0	0	0
1072	-342.5	-260	0	0	0	0	0	0
1073	-347.5	-272.5	0	0	0	0	0	0
1074	-347.5	-280	0	0	0	0	0	0
1075	-362.5	-292.5	0	0	0	0	0	0
1076	-375	-292.5	0	0	0	0	0	0
1077	-387.5	-300	0	0	0	0	0	0
1078	-382.5	-297.5	0	0	0	0	0	0
1079	-372.5	-297.5	0	0	0	0	0	0
1080	-377.5	-307.5	0	0	0	0	0	0
1081	-370	-312.5	0	0	0	0	0	0
1082	-365	-310	0	0	0	0	0	0
1083	-370	-307.5	0	0	0	0	0	0
1084	-382.5	-312.5	0	0	0	0	0	0
1085	-380	-300	0	0	0	0	0	0
1086	-350	-265	0	0	0	0	0	0
1087	-337.5	-240	0	0	0	0	0	0
1088	-332.5	-197.5	0	0	0	0	0	0
1089	-302.5	-117.5	0	0	0	0	0	0
1090	-285	-32.5	0	0	0	0	0	0
1091	-252.5	72.5	0	0	0	0	0	0
1092	-210	185	0	0	0	0	0	0
1093	-175	285	0	0	0	0	0	0
1094	-135	370	0	0	0	0	0	0
1095	-107.5	407.5	0	0	0	0	0	0
1096	-105	417.5	0	0	0	0	0	0
1097	-122.5	395	0	0	0	0	0	0
1098	-132.5	345	0	0	0	0	0	0
1099	-162.5	262.5	0	0	0	0	0	0
1100	-207.5	142.5	0	0	0	0	0	0
1101	-242.5	7.5	0	0	0	0	0	0
1102	-285	-140	0	0	0	0	0	0
1103	-327.5	-282.5	0	0	0	0	0	0
1104	-357.5	-392.5	0	0	0	0	0	0
1105	-377.5	-467.5	0	0	0	0	0	0
1106	-395	-525	0	0	0	0	0	0
1107	-392.5	-555	0	0	0	0	0	0
1108	-390	-562.5	0	0	0	0	0	0
1109	-390	-552.5	0	0	0	0	0	0
1110	-375	-520	0	0	0	0	0	0
1111	-365	-482.5	0	0	0	0	0	0
1112	-360	-435	0	0	0	0	0	0
1113	-347.5	-390	0	0	0	0	0	0
1114	-320	-340	0	0	0	0	0	0
1115	-302.5	-307.5	0	0	0	0	0	0
1116	-285	-277.5	0	0	0	0	0	0
1117	-262.5	-235	0	0	0	0	0	0
1118	-272.5	-227.5	0	0	0	0	0	0
1119	-270	-225	0	0	0	0	0	0
1120	-272.5	-220	0	0	0	0	0	0
1121	-280	-227.5	0	0	0	0	0	0
1122	-267.5	-217.5	0	0	0	0	0	0
1123	-265	-215	0	0	0	0	0	0
1124	-282.5	-225	0	0	0	0	0	0
1125	-295	-227.5	0	0	0	0	0	0
1126	-297.5	-232.5	0	0	0	0	0	0
1127	-305	-242.5	0	0	0	0	0	0
1128	-310	-242.5	0	0	0	0	0	0
1129	-302.5	-230	0	0	0	0	0	0
1130	-295	-222.5	0	0	0	0	0	0
1131	-300	-220	0	0	0	0	0	0
1132	-307.5	-227.5	0	0	0	0	0	0
1133	-315	-240	0	0	0	0	0	0
1134	-312.5	-247.5	0	0	0	0	0	0
1135	-312.5	-255	0	0	0	0	0	0
1136	-327.5	-260	0	0	0	0	0	0
1137	-317.5	-255	0	0	0	0	0	0
1138	-307.5	-255	0	0	0	0	0	0
1139	-300	-262.5	0	0	0	0	0	0
1140	-282.5	-270	0	0	0	0	0	0
1141	-285	-282.5	0	0	0	0	0	0
1142	-280	-292.5	0	0	0	0	0	0
1143	-280	-297.5	0	0	0	0	0	0
1144	-292.5	-300	0	0	0	0	0	0
1145	-282.5	-297.5	0	0	0	0	0	0
1146	-280	-302.5	0	0	0	0	0	0
1147	-287.5	-310	0	0	0	0	0	0
1148	-277.5	-305	0	0	0	0	0	0
1149	-282.5	-310	0	0	0	0	0	0
1150	-285	-312.5	0	0	0	0	0	0
1151	-277.5	-310	0	0	0	0	0	0
1152	-285	-320	0	0	0	0	0	0
1153	-265	-322.5	0	0	0	0	0	0
1154	-250	-330	0	0	0	0	0	0
1155	-252.5	-342.5	0	0	0	0	0	0
1156	-245	-347.5	0	0	0	0	0	0
1157	-247.5	-360	0	0	0	0	0	0
1158	-257.5	-375	0	0	0	0	0	0
1159	-265	-380	0	0	0	0	0	0
1160	-267.5	-385	0	0	0	0	0	0
1161	-270	-385	0	0	0	0	0	0
1162	-267.5	-380	0	0	0	0	0	0
1163	-265	-382.5	0	0	0	0	0	0
1164	-265	-377.5	0	0	0	0	0	0
1165	-255	-370	0	0	0	0	0	0
1166	-252.5	-367.5	0	0	0	0	0	0
1167	-245	-360	0	0	0	0	0	0
1168	-225	-345	0	0	0	0	0	0
1169	-220	-345	0	0	0	0	0	0
1170	-220	-347.5	0	0	0	0	0	0
1171	-217.5	-355	0	0	0	0	0	0
1172	-220	-365	0	0	0	0	0	0
1173	-222.5	-370	0	0	0	0	0	0
1174	-225	-380	0	0	0	0	0	0
1175	-237.5	-395	0	0	0	0	0	0
1176	-237.5	-402.5	0	0	0	0	0	0
1177	-235	-412.5	0	0	0	0	0	0
1178	-235	-425	0	0	0	0	0	0
1179	-217.5	-422.5	0	0	0	0	0	0
1180	-202.5	-415	0	0	0	0	0	0
1181	-190	-405	0	0	0	0	0	0
1182	-180	-392.5	0	0	0	0	0	0
1183	-177.5	-390	0	0	0	0	0	0
1184	-175	-390	0	0	0	0	0	0
1185	-170	-385	0	0	0	0	0	0
1186	-170	-380	0	0	0	0	0	0
1187	-180	-377.5	0	0	0	0	0	0
1188	-195	-385	0	0	0	0	0	0
1189	-210	-395	0	0	0	0	0	0
1190	-215	-405	0	0	0	0	0	0
1191	-215	-410	0	0	0	0	0	0
1192	-212.5	-405	0	0	0	0	0	0
1193	-197.5	-392.5	0	0	0	0	0	0
1194	-187.5	-382.5	0	0	0	0	0	0
1195	-175	-367.5	0	0	0	0	0	0
1196	-175	-362.5	0	0	0	0	0	0
1197	-175	-360	0	0	0	0	0	0
1198	-167.5	-352.5	0	0	0	0	0	0
1199	-167.5	-350	0	0	0	0	0	0
1200	-162.5	-345	0	0	0	0	0	0
1201	-162.5	-335	0	0	0	0	0	0
1202	-162.5	-335	0	0	0	0	0	0
1203	-150	-337.5	0	0	0	0	0	0
1204	-152.5	-340	0	0	0	0	0	0
1205	-155	-347.5	0	0	0	0	0	0
1206	-140	-345	0	0	0	0	0	0
1207	-137.5	-345	0	0	0	0	0	0
1208	-142.5	-345	0	0	0	0	0	0
1209	-150	-352.5	0	0	0	0	0	0
1210	-142.5	-360	0	0	0	0	0	0
1211	-142.5	-365	0	0	0	0	0	0
1212	-157.5	-385	0	0	0	0	0	0
1213	-160	-390	0	0	0	0	0	0
1214	-165	-395	0	0	0	0	0	0
1215	-162.5	-400	0	0	0	0	0	0
1216	-152.5	-395	0	0	0	0	0	0
1217	-152.5	-397.5	0	0	0	0	0	0
1218	-135	-392.5	0	0	0	0	0	0
1219	-125	-392.5	0	0	0	0	0	0
